,Impulsivity,Reckless_behaviour,Blurting,Interrupting,Talkative,Difficulty_delaying_gratification,Difficulty_waiting_turn,Misjudged_time,Inattention,Fidgety,Restless,Difficulty_concentrating,Needed_deadlines,Irritable,Impatient,Stubborn,Bored,Difficulty_sleeping,Checking_for_mistakes,Difficult_to_touch_rubbish,Contamination_concerns,Performed_rituals,Compulsions_1,Checking,Try_to_prevent_harm,Checking_so_nothing_terrible_would_happen,Rituals_for_protection,Fear_of_mistakes,Perfectionism,Responsibility_to_ensure_everything_was_in_order,Very_strict_with_self,One_right_way_to_do_things,Upsetting_thoughts,Obsessive_thoughts,Compulsions_2,Fear_of_acting_on_compulsions,Guilt_about_obsessions,Thoughts_would_harm_other_people_unintentionally,Having_upsetting_thought_made_it_more_likely_to_happen,Repeat_words_to_stop_obsessions,Need_for_order,Strict_routine_doing_ordinary_things,Do_everything_exactly_right_leaving_home,Got_stuck_doing_routine_behaviours,Suicidal_ideation,Intrusive_thoughts_about_self_harm,Suicidal_ideation_and_plans,Told_someone_about_suicidality,Fear_of_fear,Sought_help_for_panic,Rush_of_fear_and_related_impairment,Fear_of_specific_situations,Claustrophobia,Safety_zone,Thought_might_be_dying,Afraid_of_physical_symptoms,Frightened_by_nausea,Fear_of_loss_of_control,Disconnected_or_detached,Racing_or_pounding_heart,Trembling,Feeling_anxious_,Fear,Avoidance_of_social_situations_1,Avoid_disagreeing_with_others,Concerns_about_being_observed_public_speaking,Tension_headaches_before_social_situations,Angry,Bad_temper,Guilt_about_anger,Felt_like_breaking_things,Anger_fixation,Resentful,Guilt_and_low_self_worth,Envy,Hostile,Loss_of_control_of_drinking,Using_larger_amounts_of_alcohol_than_intended,Fast_drinking_for_quick_effect,Drank_for_negative_affect,Drank_because_nothing_to_do,Drank_because_angry_with_self,Drank_because_lonely,Drank_because_annoyed,Drank_because_tense,Drank_because_of_physical_pain,Large_amounts_of_time_drinking,Used_drugs_to_get_high,Time_recovering_from_drugs,Drank_because_deserved_it,Drank_to_unwind,Depressed_mood,Felt__attacked,Paranoia__people_are_against_them_,Thoughts_of_people_trying_to_upset_deliberately,Olfactory_hallucination,Sense_of_unreality,Sense_of_danger_or_dread,Something_seriously_wrong_with_body,Lights_or_colours_seemed_brighter,Paranormal_experiences,Thought_insertion,Doubted_dreams_were_the_product_of_own_mind,Thought_broadcasting,Someone_something_playing_games_with_mind,Felt_part_of_body_did_not_belong,Paranoia__people_want_to_hurt_them,Paranoia__being_followed_or_observed,Auditory_hallucinations,Mistook_noises_for_voices,Ideas_of_reference,Special_powers,Felt_was_very_special,Had_a_sixth_sense,Heard_voices,Anxious_arousal_due_to_trauma,Dysphoria_due_to_trauma,Avoidance_of_cues_and_emotional_detachment,Self_blame_for_trauma,Trauma_amnesia,Reexperiencing_trauma,Social_interaction_concerns,Role_and_relationship_impairment_from_drug_use,Relationship_friction_around_drug_use,Urge_to_use_drugs,Money_problems_due_to_drug_use,Used_drugs_in_hazardous_situations,Prioritising_drug_use,Dependence_on_drugs,Withdrawal_from_drugs,Had_to_keep_taking_drugs_once_started,Used_drugs_after_deciding_not_to,Tolerance_to_drugs,More_drugs_than_intended_and_despite_psychological_problems,Suicidal_plans,Hopelessness,Suicidal_thoughts__better_off_dead,Unafraid_of_dying,Worry_about_panic,Fear_of_leaving_the_house_alone,Nervous_or_anxious,Panic_episode,Afraid_would_have_a_heart_attack_stroke_suffocate_or_die,Chest_pain,Felt_could_not_breathe,Dizzy_or_lightheaded,Feared_fainting,Avoidance_of_social_situations_2,Avoidance_of_crowded_places,Fear_of_negative_evaluation,Fear_of_being_centre_of_attention,Drinking_large_amounts,Felt_should_cut_down_drinking,Anhedonia,Felt_like_a_failure
More_drugs_than_intended_and_despite_psychological_problems,0.264185455,0.347077125,0.307217215,0.209190096,0.194180066,0.267783589,0.199982393,0.265740199,0.318451491,0.250688708,0.193775306,0.303177149,0.161443953,0.233604608,0.250779674,0.224116245,0.238546096,0.20469086,0.220923985,0.173327768,0.191369431,0.184682743,0.237225636,0.13693165,0.192757188,0.143236084,0.191013436,0.257383007,0.192291761,0.136915993,0.172754265,0.101499076,0.268000915,0.253638907,0.166229731,0.299188833,0.222842389,0.230335826,0.242165667,0.238045677,0.188163256,0.17328544,0.223318695,0.190601685,0.210717314,0.245429024,0.23066172,0.22179382,0.288058362,0.208708506,0.337074385,0.293654866,0.152406881,0.209834156,0.210118138,0.229613162,0.22320636,0.329911691,0.25182212,0.285016086,0.2437666,0.276102976,0.257477705,0.281642296,0.219682072,0.269642053,0.224930043,0.228116784,0.240200076,0.186127729,0.246603163,0.263189125,0.253911065,0.280187916,0.236393862,0.188563119,0.22137535,0.25702762,0.264441257,0.180798643,0.274297342,0.205138827,0.215402677,0.199181901,0.229760447,0.160672613,0.256249118,0.656347919,0.541912953,0.126900883,0.101703237,0.265747188,0.200674133,0.272653182,0.186199619,0.133456505,0.235987832,0.193221413,0.192365779,0.225955444,0.276505875,0.228490793,0.177172303,0.26469563,0.211939548,0.204526663,0.222201871,0.274358613,0.226731931,0.201369323,0.1712477,0.249627949,0.259716461,0.228548204,0.253517909,0.284584014,0.286085403,0.272215016,0.274919009,0.190382441,0.285225969,0.270117041,0.74371019,0.625987099,0.681134639,0.608373608,0.535804425,0.716224876,0.704208884,0.548479118,0.57659159,0.713024438,0.67095578,1,0.211794967,0.251277681,0.249672714,0.170581485,0.229751784,0.205110974,0.223649856,0.260445756,0.166417421,0.225541732,0.18155857,0.207927862,0.159676019,0.255137982,0.207625554,0.243419662,0.251545421,0.238891893,0.16854287,0.247187545,0.234966781
Suicidal_plans,0.28757258,0.337482063,0.280788539,0.202925054,0.213236761,0.265516857,0.244543985,0.27861046,0.397921169,0.321262169,0.245119188,0.395662733,0.217610366,0.313496886,0.307044415,0.261232477,0.274497577,0.330382045,0.272364509,0.15722973,0.189848256,0.160093434,0.25427078,0.184479162,0.217331641,0.210620381,0.215809776,0.33162646,0.240129431,0.172252605,0.24372666,0.247783315,0.431262722,0.294390149,0.275898549,0.424505278,0.351856436,0.300939956,0.312482024,0.269086433,0.244864451,0.221115222,0.208562998,0.215654592,0.758313588,0.579450656,0.775977525,0.555042644,0.3755487,0.206866869,0.418444823,0.409297901,0.293922072,0.315451694,0.35728989,0.354953037,0.299835327,0.437212091,0.39407049,0.347694042,0.339675171,0.431550586,0.431823487,0.400976446,0.273668875,0.386128966,0.316199538,0.321302579,0.277170783,0.234289351,0.33366311,0.306188719,0.357089321,0.479423801,0.277952127,0.226665836,0.181145079,0.144065781,0.205032893,0.274479655,0.171527866,0.241777485,0.210106618,0.163493958,0.154406044,0.181531226,0.195158433,0.223561858,0.22344551,0.131730282,0.072350569,0.55230725,0.247209476,0.373923985,0.280446778,0.166276191,0.339258536,0.286372291,0.289427502,0.250165073,0.272579446,0.278914555,0.253960169,0.320467255,0.262669211,0.24516881,0.319699678,0.289462751,0.257648731,0.233256733,0.180005299,0.188417257,0.178996289,0.142601929,0.283606665,0.320081723,0.358651425,0.371434298,0.314462383,0.25949542,0.342617023,0.390766949,0.247432949,0.17248688,0.181150836,0.149362366,0.149293637,0.180338251,0.217368901,0.152111591,0.148235477,0.171243649,0.183254881,0.211794967,1,0.629039156,0.688592177,0.450055457,0.351749607,0.366908528,0.303485901,0.394337718,0.293515139,0.328968011,0.339218298,0.302095143,0.301359329,0.360925981,0.351457669,0.362475841,0.358403867,0.122834294,0.088647984,0.516848469,0.496260693
Hopelessness,0.364564194,0.363916675,0.403577764,0.29054327,0.29212902,0.407710949,0.336651669,0.395262903,0.586911685,0.44657798,0.318411942,0.622373653,0.362766894,0.539972335,0.51209042,0.37999798,0.4222975,0.504238424,0.388421706,0.211700513,0.221132298,0.194684931,0.330066341,0.223766452,0.288309619,0.257148323,0.226220119,0.517319803,0.368100491,0.295702577,0.34743642,0.321431563,0.621034938,0.402817352,0.309277916,0.50493302,0.463896161,0.30873369,0.389000372,0.322767368,0.337477512,0.291132789,0.270633695,0.295669879,0.741698959,0.521689655,0.725883213,0.445158,0.502589035,0.28551312,0.624576128,0.563461177,0.338787981,0.395330028,0.435907086,0.459543237,0.36424738,0.570629912,0.562475776,0.471423195,0.456199517,0.703462914,0.641506363,0.610900979,0.423028127,0.594418336,0.436235068,0.503474357,0.400452034,0.384803002,0.419259009,0.476118905,0.547283075,0.749104839,0.472775907,0.373987477,0.243041529,0.186238958,0.246043602,0.381018018,0.236264755,0.301541352,0.308027613,0.233435851,0.271803169,0.200824727,0.20897086,0.295915891,0.213922771,0.155242724,0.115250017,0.875630731,0.301219748,0.539896404,0.343428416,0.195437937,0.378146634,0.387569683,0.361495249,0.265374103,0.301518339,0.277406804,0.218942246,0.366106174,0.28362454,0.228962295,0.365546858,0.350170672,0.279521045,0.236965819,0.198774404,0.202289905,0.243916912,0.168803686,0.26725084,0.442257,0.491819074,0.497520805,0.422241078,0.339697623,0.472969131,0.601087984,0.285162891,0.245302745,0.246543125,0.211349535,0.139852373,0.234813494,0.291007038,0.17370263,0.19339543,0.216819734,0.248881138,0.251277681,0.629039156,1,0.871934063,0.468917529,0.4429711,0.404130262,0.516847549,0.544795051,0.33329758,0.396383306,0.424838586,0.401863872,0.315820259,0.533253159,0.481911577,0.564568302,0.532382443,0.169329122,0.123764008,0.819088418,0.78273276
Suicidal_thoughts__better_off_dead,0.355902804,0.359710871,0.376685887,0.281906916,0.281546797,0.382364818,0.310904143,0.359058954,0.5339154,0.40413938,0.290391945,0.547470516,0.327833706,0.464354519,0.446881134,0.34897178,0.373266931,0.442397301,0.367635278,0.201574003,0.228168701,0.205219794,0.320382088,0.21032846,0.278486659,0.248492147,0.217064993,0.47599637,0.34080968,0.261715989,0.315614831,0.312509108,0.559111348,0.36512848,0.30208074,0.482979393,0.446081425,0.326405114,0.371806519,0.305598083,0.312462718,0.278778599,0.245617796,0.274666303,0.812047129,0.54659859,0.796284775,0.476554369,0.451228968,0.245039673,0.552780859,0.511805659,0.320145431,0.357892526,0.406641128,0.416022048,0.333277089,0.518493687,0.50471552,0.415282881,0.416206868,0.596606431,0.564561956,0.558513321,0.381134004,0.538683693,0.395312407,0.438510931,0.362697387,0.341070025,0.38728111,0.420951332,0.477760308,0.674923836,0.398718763,0.326699052,0.233077622,0.185045084,0.242714683,0.352334721,0.223549531,0.293702991,0.286734259,0.213108165,0.244449308,0.20722279,0.200781519,0.279425786,0.226173457,0.154076416,0.123496697,0.77466494,0.293091963,0.491383459,0.327785991,0.19782728,0.379948529,0.355078391,0.345055538,0.263277344,0.293929363,0.263440188,0.230379955,0.352823543,0.273470377,0.239010837,0.349098307,0.323284076,0.285541708,0.239878122,0.201408552,0.212757134,0.244855425,0.187465354,0.276051219,0.413218202,0.458590528,0.465070709,0.407538203,0.325402813,0.440259762,0.542255913,0.279542597,0.222189436,0.247373046,0.194225627,0.134306857,0.217041496,0.294712227,0.190298901,0.173569529,0.228015762,0.239223939,0.249672714,0.688592177,0.871934063,1,0.544793499,0.389639995,0.378674983,0.434336631,0.474636966,0.324983134,0.364711373,0.389546686,0.355648533,0.304507853,0.48926663,0.450003753,0.513250642,0.483580449,0.165373545,0.123415659,0.722006008,0.693985161
Unafraid_of_dying,0.246611213,0.217005831,0.213163588,0.15174128,0.17327174,0.221138916,0.158745283,0.234066169,0.295255577,0.207033457,0.163189263,0.292227699,0.176603987,0.202817412,0.196870262,0.166957275,0.184196393,0.22630282,0.188434196,0.102144975,0.136596614,0.105433437,0.165051425,0.102588627,0.141527817,0.13225128,0.129059748,0.233033196,0.178967646,0.149334832,0.164357375,0.152409497,0.2877796,0.183841731,0.16118467,0.270030743,0.204817997,0.19066449,0.185378762,0.155581891,0.146386072,0.147358429,0.102174671,0.150794675,0.481820615,0.316265441,0.508390933,0.2911002,0.229795112,0.112421532,0.283071121,0.279205664,0.172138604,0.214465399,0.169830336,0.221914185,0.190901707,0.283352943,0.299820008,0.217624856,0.213705507,0.266837513,0.266704073,0.314795699,0.189214707,0.250385454,0.186823418,0.167972988,0.146975657,0.121927754,0.186098188,0.161982581,0.191389762,0.320167034,0.14538496,0.163893955,0.116741447,0.098416073,0.117645714,0.196578908,0.130492603,0.121570682,0.156244212,0.111693664,0.084996898,0.134768846,0.122419619,0.252093319,0.153936845,0.081504729,0.102740028,0.389080657,0.134394641,0.25277533,0.165707136,0.155185571,0.24908044,0.214143604,0.213883999,0.201471928,0.217153101,0.170715566,0.149336194,0.203890765,0.168641081,0.145715752,0.198783239,0.183597231,0.170594921,0.143403278,0.119824988,0.165189425,0.191301893,0.171624406,0.187846059,0.232932459,0.262899182,0.266557401,0.216838743,0.194992897,0.252777598,0.279195926,0.223721682,0.187898243,0.205833124,0.20635412,0.129395072,0.187512971,0.183019404,0.159497221,0.092483146,0.153927771,0.211797109,0.170581485,0.450055457,0.468917529,0.544793499,1,0.20486,0.215057126,0.187158815,0.228938117,0.154859466,0.184689344,0.195799366,0.193355516,0.172425658,0.285799,0.264418295,0.225322495,0.234799798,0.082319762,0.077572663,0.364001473,0.32751318
Worry_about_panic,0.283097413,0.283644906,0.350275151,0.246185737,0.229662832,0.280535594,0.31863582,0.31701692,0.446950259,0.419345771,0.315965181,0.450655113,0.252874448,0.355155621,0.352988154,0.284378581,0.316720457,0.395495429,0.379734776,0.245156085,0.278098499,0.267221307,0.360577316,0.271520387,0.33277201,0.316582279,0.277444591,0.427774915,0.354659516,0.273576869,0.322336424,0.316012252,0.497420365,0.367793482,0.325031263,0.431213734,0.388283759,0.263458714,0.368926626,0.332132403,0.354283143,0.333504574,0.320251917,0.312824704,0.340582944,0.383765261,0.362368421,0.234353106,0.798610118,0.513227023,0.704426717,0.675232967,0.507415365,0.544069919,0.601097573,0.65879834,0.554092488,0.613182128,0.523209645,0.595906538,0.477152148,0.573742089,0.613626322,0.508195026,0.388297547,0.519329566,0.505406523,0.344725842,0.282203257,0.282143595,0.288955966,0.342331197,0.378329278,0.453669582,0.30605208,0.259826768,0.176345853,0.126624562,0.181843961,0.218355639,0.142619022,0.224643259,0.172694032,0.17377233,0.224472749,0.184478179,0.148962258,0.204995059,0.16151124,0.110010429,0.042716733,0.481229988,0.236774158,0.375500869,0.285482212,0.194816377,0.31302279,0.383389314,0.299317416,0.262069465,0.275440657,0.246807254,0.216165864,0.324840389,0.229202064,0.23636374,0.29467846,0.292911014,0.227573568,0.171215466,0.17691479,0.175747131,0.183009678,0.145089861,0.258855395,0.50061789,0.472578775,0.486313311,0.398774257,0.397769552,0.47606893,0.530807558,0.20856502,0.209914359,0.199846862,0.150045067,0.135837538,0.1743022,0.230307076,0.156475255,0.158273069,0.143604079,0.197886974,0.229751784,0.351749607,0.4429711,0.389639995,0.20486,1,0.685994566,0.586097872,0.711101956,0.481486901,0.535959149,0.644946163,0.533413249,0.522184828,0.458191968,0.482357987,0.489792389,0.489401067,0.110616021,0.077754784,0.457883029,0.440628288
Fear_of_leaving_the_house_alone,0.246240418,0.260503667,0.284984497,0.211088174,0.191017552,0.237505512,0.267720351,0.271495939,0.381526173,0.355831342,0.266765559,0.382356154,0.198178316,0.300469626,0.297462261,0.255504979,0.272203615,0.339139593,0.321163953,0.241376562,0.262981202,0.241981858,0.321573023,0.253871699,0.320991541,0.285765094,0.282659267,0.3500587,0.297414208,0.221509814,0.292316781,0.276255415,0.415124322,0.321335424,0.314904562,0.377996732,0.361763724,0.254291497,0.318150173,0.335315355,0.320910766,0.310574393,0.305142158,0.304923998,0.338828236,0.397568132,0.349297533,0.262386314,0.671043808,0.494687204,0.603402584,0.634052124,0.50912434,0.572967609,0.581853915,0.586026175,0.540237243,0.543494317,0.497269786,0.497452998,0.417037865,0.478691116,0.534904627,0.48271811,0.341504021,0.458205547,0.484434204,0.2968377,0.249315235,0.251036208,0.275628829,0.288687797,0.320219244,0.40294384,0.243435355,0.23547409,0.154892114,0.091063758,0.146688991,0.188887803,0.116380759,0.204563551,0.153187414,0.152317883,0.223131833,0.199533453,0.142741363,0.20128248,0.132307069,0.085771669,0.030267029,0.43073531,0.196765298,0.335465604,0.284945353,0.212557439,0.300229389,0.347530761,0.300500987,0.280675392,0.282799498,0.264859995,0.22955116,0.312834778,0.221171236,0.245732326,0.320250057,0.28880496,0.246754229,0.173253357,0.196140379,0.173655386,0.167334448,0.163493289,0.269848416,0.471195192,0.465274455,0.468398938,0.400729018,0.401014393,0.455680313,0.478639864,0.180597181,0.20500438,0.18821829,0.145160723,0.119434292,0.191252492,0.214570889,0.129486076,0.184572688,0.104962604,0.204217229,0.205110974,0.366908528,0.404130262,0.378674983,0.215057126,0.685994566,1,0.476315461,0.604351736,0.469901895,0.498685208,0.620096581,0.492876614,0.540703166,0.446417553,0.468355912,0.428942787,0.441749551,0.076071568,0.053411185,0.407431759,0.40302447
Nervous_or_anxious,0.299311062,0.279396326,0.361288816,0.278230926,0.261464343,0.349253109,0.307553347,0.331753785,0.52776178,0.48393909,0.357230481,0.541183181,0.325140658,0.447978716,0.461020162,0.326307593,0.351802438,0.471868332,0.412794077,0.229918805,0.247390402,0.230092329,0.350244479,0.2539785,0.30773289,0.280324034,0.237144857,0.511448844,0.387935746,0.299959935,0.37355923,0.316857676,0.563237967,0.396355337,0.280647175,0.424878402,0.402619907,0.252951064,0.364706976,0.316279126,0.367503069,0.296371931,0.288648794,0.309031173,0.364350481,0.368445442,0.364028999,0.218128986,0.658444797,0.417346349,0.753493638,0.636281346,0.425530827,0.473142321,0.507480721,0.577192455,0.449779653,0.563536995,0.536640369,0.57805656,0.4521146,0.739446649,0.691040911,0.560297188,0.440545989,0.605468038,0.473286366,0.414829518,0.320395801,0.357856335,0.291973951,0.39899111,0.438321343,0.550586102,0.390267242,0.331878075,0.198541025,0.1560211,0.213140182,0.253502774,0.16394226,0.242333117,0.196005151,0.197124574,0.318495038,0.166807556,0.139608362,0.226877272,0.124380957,0.123025282,0.080828714,0.586122664,0.23201221,0.42323312,0.291905791,0.143820834,0.311114337,0.383468394,0.289344262,0.225409792,0.238889212,0.204771768,0.182837901,0.301654197,0.214641177,0.187218289,0.29188166,0.304849112,0.204551442,0.175543971,0.166265192,0.133865334,0.18120478,0.113014334,0.236964827,0.504716496,0.4703969,0.472722212,0.40311137,0.351046387,0.479988327,0.607168359,0.2254594,0.162825248,0.203557717,0.13035135,0.127812161,0.158230473,0.205405322,0.125075434,0.135817647,0.161258974,0.215209253,0.223649856,0.303485901,0.516847549,0.434336631,0.187158815,0.586097872,0.476315461,1,0.684397505,0.388149712,0.467346567,0.523847247,0.502857327,0.391938702,0.499539127,0.458387924,0.577931461,0.560195554,0.140763318,0.092889155,0.538685924,0.524248744
Panic_episode,0.356157658,0.342303459,0.419383849,0.307871019,0.29769689,0.366943087,0.354265656,0.37364418,0.547146516,0.495548823,0.388018053,0.54384942,0.326527532,0.424728687,0.435516351,0.356611918,0.379776654,0.438674368,0.435934714,0.264508074,0.285910175,0.271457271,0.40440354,0.304698807,0.378908124,0.331087776,0.302110974,0.505911062,0.397186954,0.311198535,0.374609586,0.342524783,0.597968516,0.444139214,0.34600535,0.500459976,0.447775589,0.311110094,0.411752406,0.384880569,0.39903415,0.341287423,0.336319328,0.360225273,0.411564831,0.439210366,0.425059529,0.274539856,0.776962314,0.516588949,0.801946156,0.707150144,0.522123869,0.557299157,0.642625388,0.69843609,0.558305018,0.659850169,0.606515412,0.647173584,0.517310847,0.680156058,0.719169965,0.573152748,0.441295052,0.593829319,0.561150958,0.420802681,0.327258411,0.336846845,0.339737571,0.40686913,0.449230725,0.546387246,0.356907002,0.307871072,0.200678889,0.145261165,0.205523519,0.256582097,0.179179376,0.246116397,0.204707017,0.204521195,0.283060927,0.181753774,0.170498496,0.231504086,0.173794267,0.134390806,0.046249176,0.586124444,0.266277922,0.453050723,0.339907619,0.233756581,0.397376974,0.465110766,0.323929992,0.302305408,0.32273581,0.271243548,0.235614866,0.366146724,0.28143293,0.243220187,0.356729913,0.357058589,0.284148299,0.219062667,0.226577286,0.215087952,0.221065515,0.196634749,0.301437028,0.579640347,0.542236877,0.559931112,0.444891111,0.434961495,0.559121965,0.600962562,0.252828582,0.245826551,0.228636755,0.193312606,0.159377082,0.19077043,0.266187671,0.170780201,0.186747461,0.17160072,0.226358137,0.260445756,0.394337718,0.544795051,0.474636966,0.228938117,0.711101956,0.604351736,0.684397505,1,0.497324388,0.573262209,0.669269534,0.57404859,0.510163856,0.509811669,0.504818426,0.561156485,0.55385396,0.134480061,0.073019554,0.557275089,0.526102056
Afraid_would_have_a_heart_attack_stroke_suffocate_or_die,0.248529885,0.243279973,0.297242963,0.254481804,0.238276443,0.239645487,0.263697418,0.247790959,0.351222033,0.292566252,0.263379606,0.339193965,0.198036118,0.269364217,0.294168155,0.225426701,0.262404378,0.295373698,0.312907584,0.191572487,0.272801206,0.234652247,0.315459737,0.26605235,0.298639015,0.275995229,0.250123126,0.302014092,0.278492835,0.229220113,0.248038268,0.259967617,0.378302745,0.291919882,0.280541436,0.353003952,0.310012846,0.245252831,0.307549557,0.277968035,0.281493724,0.248584997,0.279992461,0.282812094,0.26020845,0.307383267,0.279273467,0.193266606,0.5155147,0.348961804,0.482147769,0.479623809,0.410808359,0.396764867,0.642243303,0.569693738,0.464998879,0.462241473,0.382364725,0.510450938,0.372617716,0.391337484,0.445154254,0.375474112,0.295654379,0.372691739,0.38405188,0.272462983,0.239656063,0.208780254,0.232783892,0.262430737,0.292074271,0.327036564,0.193669819,0.236013314,0.169585694,0.135872082,0.136807837,0.197306343,0.163674267,0.190830698,0.165120064,0.156387595,0.202878501,0.176533559,0.13242419,0.193480104,0.12336992,0.143194036,0.107960219,0.353440787,0.199018963,0.305124634,0.244078972,0.211116646,0.300486209,0.339611738,0.35534799,0.256516738,0.268471236,0.199803673,0.192821604,0.27079147,0.208343844,0.192881205,0.277025466,0.248031148,0.2310096,0.171005836,0.18612707,0.190974947,0.195931715,0.206170436,0.22638901,0.389442886,0.378578237,0.380976664,0.299013814,0.294927385,0.383217128,0.36525341,0.17697293,0.162454024,0.1648612,0.16269327,0.12250252,0.1706994,0.210683306,0.133272024,0.138121372,0.098008998,0.172534663,0.166417421,0.293515139,0.33329758,0.324983134,0.154859466,0.481486901,0.469901895,0.388149712,0.497324388,1,0.589923339,0.53664134,0.457571406,0.508366294,0.339116165,0.34989225,0.351526648,0.343736327,0.113169856,0.108380242,0.335527582,0.309966414
Chest_pain,0.269677404,0.280380014,0.310892772,0.247254001,0.227445488,0.251857455,0.270812187,0.313159145,0.408217354,0.364062503,0.288038059,0.401600344,0.239265023,0.327190398,0.323580271,0.248234229,0.275183349,0.360179573,0.326765874,0.212011823,0.258396077,0.2374803,0.318473174,0.249573779,0.287150771,0.257814081,0.242775297,0.352921491,0.304301279,0.222117713,0.274749003,0.255601541,0.424073821,0.296918307,0.276630413,0.361319268,0.318880549,0.240201112,0.301432172,0.288945276,0.297923764,0.248387152,0.277434768,0.283586636,0.315010288,0.329703708,0.331826411,0.231016146,0.571339803,0.391416627,0.54047194,0.504719332,0.404853595,0.405987006,0.568798216,0.604851845,0.47919818,0.480427628,0.450082666,0.61707921,0.471514453,0.479771095,0.509921907,0.407571232,0.308078547,0.412477095,0.435133789,0.322467048,0.263917145,0.257824622,0.26401877,0.296218564,0.332953234,0.394031088,0.227463498,0.253548003,0.185716828,0.155803676,0.161633346,0.207729764,0.157349911,0.195514438,0.162525212,0.182232444,0.215336651,0.182259465,0.1523876,0.232415137,0.149815773,0.11494666,0.068885118,0.431472896,0.216291787,0.355825698,0.27267473,0.213738834,0.30781747,0.372040257,0.33498007,0.26949561,0.298093278,0.200923233,0.215390303,0.290857098,0.20693705,0.202926263,0.305752352,0.285004925,0.24646931,0.177048737,0.195372063,0.179306126,0.193193465,0.199644218,0.244046861,0.436039409,0.41922198,0.432657797,0.350098637,0.340966159,0.425275337,0.410125955,0.211291234,0.190415228,0.22915622,0.205086991,0.136092488,0.210101808,0.256511534,0.154387293,0.164386764,0.173927327,0.226676823,0.225541732,0.328968011,0.396383306,0.364711373,0.184689344,0.535959149,0.498685208,0.467346567,0.573262209,0.589923339,1,0.589104578,0.530305626,0.466328191,0.372032612,0.358543461,0.389351499,0.381236035,0.149608929,0.109580508,0.410857232,0.385672696
Felt_could_not_breathe,0.30513513,0.308420145,0.341569487,0.256145669,0.236213229,0.297462115,0.315149974,0.313347158,0.43960213,0.405915166,0.325953216,0.426750991,0.242038237,0.353579358,0.356609947,0.294152147,0.327941485,0.363080911,0.352234155,0.221034464,0.256209295,0.273573291,0.347182455,0.27371813,0.334067364,0.311613673,0.282116633,0.394825282,0.329108366,0.235330933,0.300536307,0.286788588,0.463722067,0.357237513,0.328950217,0.435779663,0.389549116,0.301296857,0.356245573,0.353314078,0.331950709,0.31568457,0.306383502,0.324086477,0.338771505,0.386511548,0.349204991,0.220794258,0.665262316,0.450358296,0.623595616,0.607276556,0.503759137,0.474077957,0.626332157,0.628450614,0.551850832,0.578162535,0.516807464,0.592833375,0.466765042,0.527799276,0.572200829,0.476275471,0.356410566,0.489035634,0.496794086,0.35397825,0.301842064,0.287712129,0.31839479,0.339717238,0.358359407,0.433420428,0.251313751,0.256954838,0.165682254,0.126687703,0.178588395,0.209751196,0.161026742,0.220732435,0.155257867,0.165621423,0.245722418,0.182538919,0.16282338,0.139245086,0.150374638,0.094959356,0.048420089,0.471367828,0.21956618,0.364274769,0.281008318,0.221155261,0.34983704,0.403290627,0.33700186,0.321034381,0.309078489,0.254466925,0.248333681,0.329067742,0.236271283,0.246854683,0.322724458,0.3352986,0.266353919,0.207470279,0.206641286,0.211256291,0.189402748,0.202833793,0.299952836,0.477785993,0.453484639,0.472137271,0.37281662,0.404041972,0.458847976,0.491468192,0.185642146,0.186912044,0.148607591,0.16402908,0.123844522,0.145087388,0.169317924,0.106879387,0.116014401,0.106989064,0.151021511,0.18155857,0.339218298,0.424838586,0.389546686,0.195799366,0.644946163,0.620096581,0.523847247,0.669269534,0.53664134,0.589104578,1,0.558943715,0.541703246,0.43173096,0.442248084,0.456658823,0.454187635,0.123344347,0.060252481,0.445958473,0.425074002
